transaction_id,timestamp,method,provider,amount,currency,status,error,duration_ms,retries,merchant
tx_degraded_15,2026-07-14T14:14:50.324651,UPI,ICICI Bank,500.0,INR,SUCCESS,NONE,400,0,merchant_1
tx_degraded_16,2026-07-14T14:14:55.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_17,2026-07-14T14:15:00.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_18,2026-07-14T14:15:05.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_19,2026-07-14T14:15:10.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_20,2026-07-14T14:15:15.324651,UPI,HDFC Bank,500.0,INR,FAILED,INSUFFICIENT_FUNDS,150,0,merchant_1
tx_degraded_21,2026-07-14T14:15:20.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_22,2026-07-14T14:15:25.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_23,2026-07-14T14:15:30.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_24,2026-07-14T14:15:35.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_25,2026-07-14T14:15:40.324651,UPI,ICICI Bank,500.0,INR,SUCCESS,NONE,400,0,merchant_1
tx_degraded_26,2026-07-14T14:15:45.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_27,2026-07-14T14:15:50.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_28,2026-07-14T14:15:55.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_29,2026-07-14T14:16:00.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_30,2026-07-14T14:16:05.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_31,2026-07-14T14:16:10.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_32,2026-07-14T14:16:15.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_33,2026-07-14T14:16:20.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_34,2026-07-14T14:16:25.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_35,2026-07-14T14:16:30.324651,UPI,ICICI Bank,500.0,INR,SUCCESS,NONE,400,0,merchant_1
tx_degraded_36,2026-07-14T14:16:35.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_37,2026-07-14T14:16:40.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_38,2026-07-14T14:16:45.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_39,2026-07-14T14:16:50.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_40,2026-07-14T14:16:55.324651,UPI,HDFC Bank,500.0,INR,FAILED,INSUFFICIENT_FUNDS,150,0,merchant_1
tx_degraded_41,2026-07-14T14:17:00.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_42,2026-07-14T14:17:05.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_43,2026-07-14T14:17:10.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_44,2026-07-14T14:17:15.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_45,2026-07-14T14:17:20.324651,UPI,ICICI Bank,500.0,INR,SUCCESS,NONE,400,0,merchant_1
tx_degraded_46,2026-07-14T14:17:25.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_47,2026-07-14T14:17:30.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_48,2026-07-14T14:17:35.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_49,2026-07-14T14:17:40.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_50,2026-07-14T14:17:45.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_51,2026-07-14T14:17:50.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_52,2026-07-14T14:17:55.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_53,2026-07-14T14:18:00.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_54,2026-07-14T14:18:05.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_55,2026-07-14T14:18:10.324651,UPI,ICICI Bank,500.0,INR,SUCCESS,NONE,400,0,merchant_1
tx_degraded_56,2026-07-14T14:18:15.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_57,2026-07-14T14:18:20.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_degraded_58,2026-07-14T14:18:25.324651,UPI,HDFC Bank,500.0,INR,SUCCESS,NONE,150,0,merchant_1
tx_degraded_59,2026-07-14T14:18:30.324651,UPI,ICICI Bank,500.0,INR,TIMEOUT,BANK_TIMEOUT,3000,3,merchant_1
tx_recovered_0,2026-07-14T14:18:35.324651,UPI,HDFC Bank,1000.0,INR,FAILED,INSUFFICIENT_FUNDS,140,0,merchant_1
tx_recovered_1,2026-07-14T14:18:40.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,152,0,merchant_1
tx_recovered_2,2026-07-14T14:18:45.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,164,0,merchant_1
tx_recovered_3,2026-07-14T14:18:50.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,176,0,merchant_1
tx_recovered_4,2026-07-14T14:18:55.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,188,0,merchant_1
tx_recovered_5,2026-07-14T14:19:00.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,200,0,merchant_1
tx_recovered_6,2026-07-14T14:19:05.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,212,0,merchant_1
tx_recovered_7,2026-07-14T14:19:10.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,224,0,merchant_1
tx_recovered_8,2026-07-14T14:19:15.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,140,0,merchant_1
tx_recovered_9,2026-07-14T14:19:20.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,152,0,merchant_1
tx_recovered_10,2026-07-14T14:19:25.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,164,0,merchant_1
tx_recovered_11,2026-07-14T14:19:30.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,176,0,merchant_1
tx_recovered_12,2026-07-14T14:19:35.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,188,0,merchant_1
tx_recovered_13,2026-07-14T14:19:40.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,200,0,merchant_1
tx_recovered_14,2026-07-14T14:19:45.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,212,0,merchant_1
tx_recovered_15,2026-07-14T14:19:50.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,224,0,merchant_1
tx_recovered_16,2026-07-14T14:19:55.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,140,0,merchant_1
tx_recovered_17,2026-07-14T14:20:00.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,152,0,merchant_1
tx_recovered_18,2026-07-14T14:20:05.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,164,0,merchant_1
tx_recovered_19,2026-07-14T14:20:10.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,176,0,merchant_1
tx_recovered_20,2026-07-14T14:20:15.324651,UPI,HDFC Bank,1000.0,INR,FAILED,INSUFFICIENT_FUNDS,188,0,merchant_1
tx_recovered_21,2026-07-14T14:20:20.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,200,0,merchant_1
tx_recovered_22,2026-07-14T14:20:25.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,212,0,merchant_1
tx_recovered_23,2026-07-14T14:20:30.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,224,0,merchant_1
tx_recovered_24,2026-07-14T14:20:35.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,140,0,merchant_1
tx_recovered_25,2026-07-14T14:20:40.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,152,0,merchant_1
tx_recovered_26,2026-07-14T14:20:45.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,164,0,merchant_1
tx_recovered_27,2026-07-14T14:20:50.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,176,0,merchant_1
tx_recovered_28,2026-07-14T14:20:55.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,188,0,merchant_1
tx_recovered_29,2026-07-14T14:21:00.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,200,0,merchant_1
tx_recovered_30,2026-07-14T14:21:05.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,212,0,merchant_1
tx_recovered_31,2026-07-14T14:21:10.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,224,0,merchant_1
tx_recovered_32,2026-07-14T14:21:15.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,140,0,merchant_1
tx_recovered_33,2026-07-14T14:21:20.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,152,0,merchant_1
tx_recovered_34,2026-07-14T14:21:25.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,164,0,merchant_1
tx_recovered_35,2026-07-14T14:21:30.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,176,0,merchant_1
tx_recovered_36,2026-07-14T14:21:35.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,188,0,merchant_1
tx_recovered_37,2026-07-14T14:21:40.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,200,0,merchant_1
tx_recovered_38,2026-07-14T14:21:45.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,212,0,merchant_1
tx_recovered_39,2026-07-14T14:21:50.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,224,0,merchant_1
tx_recovered_40,2026-07-14T14:21:55.324651,UPI,HDFC Bank,1000.0,INR,FAILED,INSUFFICIENT_FUNDS,140,0,merchant_1
tx_recovered_41,2026-07-14T14:22:00.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,152,0,merchant_1
tx_recovered_42,2026-07-14T14:22:05.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,164,0,merchant_1
tx_recovered_43,2026-07-14T14:22:10.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,176,0,merchant_1
tx_recovered_44,2026-07-14T14:22:15.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,188,0,merchant_1
tx_recovered_45,2026-07-14T14:22:20.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,200,0,merchant_1
tx_recovered_46,2026-07-14T14:22:25.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,212,0,merchant_1
tx_recovered_47,2026-07-14T14:22:30.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,224,0,merchant_1
tx_recovered_48,2026-07-14T14:22:35.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,140,0,merchant_1
tx_recovered_49,2026-07-14T14:22:40.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,152,0,merchant_1
tx_recovered_50,2026-07-14T14:22:45.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,164,0,merchant_1
tx_recovered_51,2026-07-14T14:22:50.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,176,0,merchant_1
tx_recovered_52,2026-07-14T14:22:55.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,188,0,merchant_1
tx_recovered_53,2026-07-14T14:23:00.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,200,0,merchant_1
tx_recovered_54,2026-07-14T14:23:05.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,212,0,merchant_1
tx_recovered_55,2026-07-14T14:23:10.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,224,0,merchant_1
tx_recovered_56,2026-07-14T14:23:15.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,140,0,merchant_1
tx_recovered_57,2026-07-14T14:23:20.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,152,0,merchant_1
tx_recovered_58,2026-07-14T14:23:25.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,164,0,merchant_1
tx_recovered_59,2026-07-14T14:23:30.324651,UPI,HDFC Bank,1000.0,INR,SUCCESS,NONE,176,0,merchant_1
